label	Bivalent	ConstitutiveHet	Enhancer	FacultativeHet	Promoter	Quiescent	RegPermissive	Transcribed	Unclassified
5_Tx	0.45482155142758857	0.011764705882352941	0.029411764705882353	0.25403867102396516	0.04120738048588365	0.0	0.17193675436103756	0.0	0.036819172113289764
6_TxWk	0.30712418300653593	0.03855042016806722	0.043697478991596636	0.30716367102396513	0.037823921839267104	0.003125	0.22569615285727815	0.0	0.036819172113289764
15_EnhBiv	0.4171997804969941	0.0	0.0	0.18126206037970743	0.06094283022133338	0.005263157894736842	0.14853705822527333	0.1319078947368421	0.05488721804511278
16_ReprPC	0.38496686846781725	0.014285714285714285	0.014285714285714285	0.18771367328293326	0.10690226285309198	0.0	0.280866930845893	0.0	0.010978835978835979
10_EnhA2	0.02074074074074074	0.013392857142857142	0.29301001865277004	0.17125925925925928	0.03025	0.011764705882352941	0.30492718956384995	0.02777777777777778	0.12687745098039216
14_TssBiv	0.4171997804969941	0.0	0.0	0.18126206037970743	0.06094283022133338	0.005263157894736842	0.14853705822527333	0.1319078947368421	0.05488721804511278
17_ReprPCWk	0.0	0.04127747252747253	0.31395018959294096	0.084375	0.011805555555555555	0.024889705882352942	0.3561750528117132	0.06153846153846154	0.10598856209150327
1_TssA	0.4171997804969941	0.0	0.0	0.18126206037970743	0.06094283022133338	0.005263157894736842	0.14853705822527333	0.1319078947368421	0.05488721804511278
3_TssFlnkU	0.4171997804969941	0.0	0.0	0.18126206037970743	0.06094283022133338	0.005263157894736842	0.14853705822527333	0.1319078947368421	0.05488721804511278
4_TssFlnkD	0.4171997804969941	0.0	0.0	0.18126206037970743	0.06094283022133338	0.005263157894736842	0.14853705822527333	0.1319078947368421	0.05488721804511278
11_EnhWk	0.20875984581866938	0.026050420168067225	0.043697478991596636	0.2819983241159712	0.06353416149068322	0.0	0.29454800470913006	0.0	0.08141176470588236
12_ZNF/Rpts	0.49464940815035685	0.0	0.1390092879256966	0.032158117727377686	0.062368101362408765	0.0	0.2608362488553241	0.0	0.010978835978835979
7_EnhG1	0.44677330581355357	0.026050420168067225	0.043697478991596636	0.18945533769063178	0.09832735433354627	0.0	0.15887693088931482	0.0	0.036819172113289764
8_EnhG2	0.46456820154962564	0.0	0.0	0.18126206037970743	0.09091994692613888	0.005263157894736842	0.07119152046783625	0.1319078947368421	0.05488721804511278
2_TssFlnk	0.3479298314307802	0.0	0.0	0.18771367328293326	0.09235199830282745	0.005263157894736842	0.1799462263067674	0.1319078947368421	0.05488721804511278
13_Het	0.0	0.07140866873065015	0.1251859251859252	0.0	0.009401709401709401	0.16749889429455994	0.5239854916325505	0.0	0.10251931075460488
9_EnhA1	0.0	0.013392857142857142	0.32129284693559834	0.012	0.015805555555555555	0.011764705882352941	0.40543224006890044	0.02777777777777778	0.19253401663695782
18_Quies	0.0	0.07335672067870211	0.05721925133689839	0.013333333333333332	0.00909090909090909	0.19835450926782197	0.3692156862745098	0.16787878787878788	0.11155080213903742
