label	Bivalent	ConstitutiveHet	Enhancer	FacultativeHet	Promoter	Quiescent	RegPermissive	Transcribed	Unclassified
11_BivFlnk	0.11319348048552856	0.018885708387946242	0.021024361259655375	0.1800869887747496	0.05323039547834943	0.01225130860424978	0.14424270240560452	0.25244459537560887	0.20464045922830756
14_ReprPCWk	0.012478298733094131	0.2091612205026113	0.03507664486754876	0.19107828601022947	0.0409526411828202	0.21966739379806025	0.12393351394947484	0.04888116234177045	0.1187708386143904
13_ReprPC	0.05995127883388753	0.03165228458092843	0.03899984211796356	0.2545470731576347	0.019280301740983503	0.02354604629517114	0.12575678954897504	0.26668465820213816	0.17958172552231796
10_TssBiv	0.16491862446779323	0.0255458024711861	0.032296848576260334	0.30243027676682604	0.062149982239832834	0.019323592612275474	0.12318177976906605	0.14140126593355495	0.12875182716320485
2_TssAFlnk	0.1348729835911186	0.014472657244716067	0.0399412562593777	0.19058404580268892	0.042357086776113564	0.015290810768751944	0.1799776552249856	0.18938737704466607	0.19311612728758146
1_TssA	0.1977512968502234	0.008808568882098295	0.03780222492034636	0.2756044158498987	0.06335819550919161	0.008296489742141916	0.12764461312886397	0.14098775052739249	0.13974644458984317
12_EnhBiv	0.08463201753962622	0.021149299443097392	0.03159987887929064	0.21284618399503313	0.038104247288613266	0.019930029375712484	0.14713532371859242	0.2575576806400582	0.18704533911997612
15_Quies	0.0	0.16441383053303024	0.0	0.18202787385856437	0.002173913043478261	0.5582694994766646	0.04524534448217313	0.010272255359020066	0.03759728324706957
6_EnhG	0.01930491247882552	0.07505831292583254	0.05431970346761368	0.035941539966944436	0.09949043251287691	0.05578415884674184	0.2385891839651666	0.25913061035616747	0.1623811454798309
4_Tx	0.016527134701047747	0.060249834948701314	0.03350020334132596	0.05607828543604285	0.08023171862328066	0.0917814009472347	0.1950360216330401	0.34012303404015454	0.12647236632917194
3_TxFlnk	0.15118461101535877	0.014862981115218967	0.0008	0.1442552629956554	0.06524465170715675	0.011796763149704325	0.13939820868534353	0.27639587023033635	0.19606165110122575
9_Het	0.015006837606837607	0.17017158726842743	0.08222679664261814	0.2087299100466401	0.02446995028485901	0.3133580928524497	0.08817838418147411	0.037121267969403654	0.060737173147290185
7_Enh	0.008752917833800188	0.14811362443870205	0.08605820501459542	0.1354798353178855	0.04865823700150325	0.17451294147861302	0.2514161652044182	0.03815999495997355	0.10884807875050864
5_TxWk	0.005360481909394953	0.10298529165135814	0.05884950859802119	0.0784179388453557	0.012646596811528164	0.14825061117535454	0.11861202607474665	0.33191957540592637	0.14295796952831416
8_ZNF/Rpts	0.15711072723834202	0.01725722027516434	0.04476144568938688	0.22305042079265647	0.03884889001508462	0.019883063398053912	0.17513928846682805	0.19393415391156707	0.13001479021291662
