label	Bivalent	ConstitutiveHet	Enhancer	FacultativeHet	Promoter	Quiescent	RegPermissive	Transcribed	Unclassified
5_Tx	0.08625	0.03880952380952381	0.13368298368298367	0.4392637844611529	0.10052631578947369	0.05	0.13183176472650157	0.0	0.019635627530364373
6_TxWk	0.0	0.11111111111111112	0.2000917664710768	0.06900584795321638	0.07591093117408906	0.08222222222222222	0.3567498734377137	0.02777777777777778	0.0771304698527929
15_EnhBiv	0.33721874542526714	0.004	0.04619565217391304	0.1923759175607002	0.03640320910973085	0.021052631578947368	0.08125621118012423	0.17596616541353383	0.10553146755778334
16_ReprPC	0.26275563607085345	0.119	0.014285714285714285	0.3147893374741201	0.014666666666666666	0.030952380952380953	0.016	0.12461904761904763	0.10293121693121692
10_EnhA2	0.0	0.07934210526315791	0.07222222222222222	0.05178947368421052	0.04166666666666667	0.22676002506265663	0.19304093567251462	0.16851190476190475	0.16666666666666666
14_TssBiv	0.2554005636070853	0.004	0.008695652173913044	0.17419409937888197	0.09537060041407867	0.021052631578947368	0.11812215320910972	0.22179949874686716	0.10136480089111669
17_ReprPCWk	0.013333333333333332	0.07196490442406958	0.09333080712391058	0.2386352813852814	0.02549955791335102	0.04796929824561404	0.24187334217506629	0.08840852130325814	0.17898495409611564
1_TssA	0.20650563607085343	0.006666666666666666	0.0	0.16627743271221532	0.08064596273291927	0.021052631578947368	0.08368737060041408	0.3697994987468672	0.06536480089111667
3_TssFlnkU	0.2554005636070853	0.004	0.008695652173913044	0.17419409937888197	0.09537060041407867	0.021052631578947368	0.11812215320910972	0.22179949874686716	0.10136480089111669
4_TssFlnkD	0.31373389694041864	0.004	0.008695652173913044	0.17419409937888197	0.05515320910973085	0.021052631578947368	0.10000621118012423	0.22179949874686716	0.10136480089111669
11_EnhWk	0.0	0.02339655172413793	0.16849808429118776	0.036	0.04911494252873563	0.05132142857142857	0.2642088122605364	0.2138452380952381	0.19361494252873562
12_ZNF/Rpts	0.013333333333333332	0.139937343358396	0.0	0.464098289201264	0.02245614035087719	0.131390977443609	0.1262087283425956	0.013333333333333332	0.08924185463659148
7_EnhG1	0.10256916996047431	0.011142857142857144	0.17987863585689673	0.1079004329004329	0.08168550576044856	0.0	0.2269252964807885	0.18170779220779218	0.10819030969030967
8_EnhG2	0.22090250329380767	0.004	0.08177257525083612	0.04261471861471862	0.05969866365518539	0.021052631578947368	0.15111343728735033	0.284455470226368	0.13439000009278645
2_TssFlnk	0.22525563607085344	0.010666666666666666	0.0	0.24752743271221536	0.08464596273291927	0.021052631578947368	0.08768737060041408	0.22179949874686716	0.10136480089111669
13_Het	0.0	0.0668421052631579	0.0	0.1140320366132723	0.015789473684210527	0.4965193418328429	0.09578947368421054	0.12357142857142858	0.0874561403508772
9_EnhA1	0.0	0.01939655172413793	0.1129425287356322	0.03125	0.04511494252873564	0.04962406015037594	0.21118103448275863	0.4030733082706767	0.127417574107683
18_Quies	0.0	0.030000000000000006	0.0	0.09824256292906178	0.015789473684210527	0.5457184265010351	0.09052631578947369	0.12357142857142858	0.09615179252479025
